ID_CZASTECZKI, CORD_X, CORD_Y
Czasteczka nr. 26, 1.780841, 1.462695
Czasteczka nr. 27, 1.846966, 1.405477
Czasteczka nr. 28, 1.704619, 1.274433
Czasteczka nr. 29, 1.818695, 1.733061
Czasteczka nr. 30, 1.716514, 1.607052
Czasteczka nr. 31, 1.879235, 1.443964
Czasteczka nr. 32, 1.834155, 1.529342
Czasteczka nr. 33, 1.799746, 1.577274
Czasteczka nr. 34, 1.917238, 1.379131
Czasteczka nr. 35, 1.468809, 1.482624
Czasteczka nr. 36, 1.807302, 1.460044
Czasteczka nr. 37, 1.813920, 1.317187
Czasteczka nr. 38, 1.488677, 1.612852
Czasteczka nr. 39, 1.818060, 1.512385
Czasteczka nr. 40, 1.799703, 1.544462
Czasteczka nr. 41, 1.857696, 1.345635
Czasteczka nr. 42, 1.813123, 1.438830
Czasteczka nr. 43, 1.754946, 1.518526
Czasteczka nr. 44, 1.452677, 1.384518
Czasteczka nr. 45, 1.641734, 1.404739
Czasteczka nr. 46, 1.713048, 1.457750
Czasteczka nr. 47, 1.615266, 1.728574
Czasteczka nr. 48, 1.807145, 1.155741
Czasteczka nr. 49, 1.693577, 1.407716
Czasteczka nr. 50, 1.848377, 1.296908
Czasteczka nr. 51, 1.865791, 1.139401
Czasteczka nr. 52, 1.825345, 1.487709
Czasteczka nr. 53, 1.703138, 1.193144
Czasteczka nr. 54, 1.802150, 1.408522
Czasteczka nr. 55, 1.351715, 1.434806
Czasteczka nr. 56, 1.797055, 1.430271
Czasteczka nr. 57, 1.624097, 1.360064
Czasteczka nr. 58, 1.845802, 1.571632
Czasteczka nr. 59, 1.797708, 1.413481
Czasteczka nr. 60, 1.723010, 1.403873
Czasteczka nr. 61, 1.767387, 1.884652
Czasteczka nr. 62, 1.801265, 1.678378
Czasteczka nr. 63, 1.858396, 1.128749
Czasteczka nr. 64, 1.764950, 1.414820
Czasteczka nr. 65, 1.707587, 1.371045
Czasteczka nr. 66, 1.398335, 1.342074
Czasteczka nr. 67, 1.518906, 1.272759
Czasteczka nr. 68, 1.707270, 1.599862
Czasteczka nr. 69, 1.807716, 1.414815
Czasteczka nr. 70, 1.346905, 1.411682
Czasteczka nr. 71, 1.923228, 1.322913
Czasteczka nr. 72, 1.537507, 1.382690
Czasteczka nr. 73, 1.788943, 1.413134
Czasteczka nr. 74, 1.518551, 1.385915
Czasteczka nr. 75, 1.823456, 1.166939
Czasteczka nr. 76, 1.797571, 1.058423
Czasteczka nr. 77, 1.785166, 1.404922
Czasteczka nr. 78, 1.558528, 1.365921
Czasteczka nr. 79, 1.802760, 1.428358
Czasteczka nr. 80, 1.816277, 1.189750
Czasteczka nr. 81, 1.988011, 1.401336
Czasteczka nr. 82, 1.728102, 1.060965
Czasteczka nr. 83, 1.638964, 1.408064
Czasteczka nr. 84, 1.779452, 1.770920
Czasteczka nr. 85, 1.813617, 1.448825
Czasteczka nr. 86, 1.835493, 1.470997
Czasteczka nr. 87, 1.757753, 1.441892
Czasteczka nr. 88, 1.729019, 1.447604
Czasteczka nr. 89, 1.455774, 1.396338
Czasteczka nr. 90, 1.668877, 1.315491
Czasteczka nr. 91, 0.882205, 1.648404
Czasteczka nr. 92, 1.795032, 1.411206
Czasteczka nr. 93, 1.879130, 1.385134
Czasteczka nr. 94, 1.785724, 1.754798
Czasteczka nr. 95, 1.455255, 1.490296
Czasteczka nr. 96, 1.810440, 1.475554
Czasteczka nr. 97, 1.802896, 1.404226
Czasteczka nr. 98, 1.759395, 1.329881
Czasteczka nr. 99, 1.778571, 1.418481
Czasteczka nr. 100, 1.735801, 1.673251
Czasteczka nr. 101, 1.403126, 1.362794
Czasteczka nr. 102, 1.544788, 1.336121
Czasteczka nr. 103, 1.745325, 1.386794
Czasteczka nr. 104, 1.953723, 1.182349
Czasteczka nr. 105, 1.605477, 1.524511
Czasteczka nr. 106, 1.185362, 1.552915
Czasteczka nr. 107, 1.930024, 1.441156
Czasteczka nr. 108, 1.790443, 1.402169
Czasteczka nr. 109, 1.871335, 1.322984
Czasteczka nr. 110, 1.774319, 1.584004
Czasteczka nr. 111, 1.812763, 1.637855
Czasteczka nr. 112, 1.551378, 1.408155
Czasteczka nr. 113, 1.804107, 1.593193
Czasteczka nr. 114, 1.806410, 1.379130
Czasteczka nr. 115, 1.727313, 1.592886
Czasteczka nr. 116, 1.666096, 1.426576
Czasteczka nr. 117, 1.812528, 1.396155
Czasteczka nr. 118, 1.812074, 1.447795
Czasteczka nr. 119, 1.843428, 1.681118
Czasteczka nr. 120, 1.420870, 1.689313
Czasteczka nr. 121, 1.981951, 1.261793
Czasteczka nr. 122, 1.775555, 1.539912
Czasteczka nr. 123, 1.825142, 1.429874
Czasteczka nr. 124, 1.664689, 1.498284
Czasteczka nr. 125, 1.896674, 1.467939
Czasteczka nr. 126, 1.687611, 1.404800
Czasteczka nr. 127, 1.686821, 1.699239
Czasteczka nr. 128, 1.842370, 1.651046
Czasteczka nr. 129, 1.406092, 1.442940
Czasteczka nr. 130, 1.768808, 1.386974
Czasteczka nr. 131, 1.792999, 1.431564
Czasteczka nr. 132, 1.622833, 1.461577
Czasteczka nr. 133, 1.733897, 1.361877
Czasteczka nr. 134, 1.940327, 1.372763
Czasteczka nr. 135, 1.735012, 1.411093
Czasteczka nr. 136, 1.808825, 1.683283
Czasteczka nr. 137, 1.812139, 1.551223
Czasteczka nr. 138, 1.921351, 1.345562
Czasteczka nr. 139, 1.873845, 1.397173
Czasteczka nr. 140, 1.647993, 1.363567
Czasteczka nr. 141, 1.947657, 1.521622
Czasteczka nr. 142, 1.752435, 1.450926
Czasteczka nr. 143, 1.673966, 1.462155
Czasteczka nr. 144, 1.841579, 1.252041
Czasteczka nr. 145, 1.489537, 1.592344
Czasteczka nr. 146, 1.520437, 1.544620
Czasteczka nr. 147, 1.283250, 1.344318
Czasteczka nr. 148, 1.904614, 1.398839
Czasteczka nr. 149, 1.793591, 1.400492
Czasteczka nr. 150, 1.778673, 1.349498
Czasteczka nr. 151, 1.952849, 1.374060
Czasteczka nr. 152, 1.529291, 1.210185
Czasteczka nr. 153, 1.839384, 1.958475
Czasteczka nr. 154, 1.810570, 1.537706
Czasteczka nr. 155, 1.677447, 1.466560
Czasteczka nr. 156, 1.135458, 1.688873
Czasteczka nr. 157, 1.725190, 1.417226
Czasteczka nr. 158, 1.934021, 1.347584
Czasteczka nr. 159, 1.734362, 1.403823
Czasteczka nr. 160, 1.680594, 1.796949
Czasteczka nr. 161, 1.306101, 1.527243
Czasteczka nr. 162, 1.750819, 1.917213
Czasteczka nr. 163, 1.811825, 1.528718
Czasteczka nr. 164, 1.666401, 1.576466
Czasteczka nr. 165, 1.804636, 1.409792
Czasteczka nr. 166, 1.419769, 1.255639
Czasteczka nr. 167, 1.695700, 1.740596
Czasteczka nr. 168, 1.610024, 1.278106
Czasteczka nr. 169, 1.815553, 1.660452
Czasteczka nr. 170, 1.894685, 1.135405
Czasteczka nr. 171, 1.846198, 1.421529
Czasteczka nr. 172, 1.664589, 1.415422
Czasteczka nr. 173, 1.823076, 1.593064
Czasteczka nr. 174, 1.742841, 1.577665
Czasteczka nr. 175, 1.808289, 1.134197
Czasteczka nr. 176, 1.748117, 1.437080
Czasteczka nr. 177, 1.791867, 1.671644
Czasteczka nr. 178, 1.908256, 1.447771
Czasteczka nr. 179, 1.850533, 1.407642
Czasteczka nr. 180, 1.813886, 2.036609
Czasteczka nr. 181, 1.414381, 1.208059
Czasteczka nr. 182, 1.855774, 1.307503
Czasteczka nr. 183, 1.797931, 1.416929
Czasteczka nr. 184, 1.583945, 1.358195
Czasteczka nr. 185, 1.777198, 1.646638
Czasteczka nr. 186, 1.806654, 1.312033
Czasteczka nr. 187, 1.563047, 1.530992
Czasteczka nr. 188, 1.563654, 1.590780
Czasteczka nr. 189, 1.449102, 1.405888
Czasteczka nr. 190, 1.795524, 1.517121
Czasteczka nr. 191, 1.839441, 1.501944
Czasteczka nr. 192, 1.888123, 1.539046
Czasteczka nr. 193, 1.681370, 1.505019
Czasteczka nr. 194, 1.524360, 1.389142
Czasteczka nr. 195, 1.730599, 1.293728
Czasteczka nr. 196, 1.759798, 1.498548
Czasteczka nr. 197, 1.395200, 1.607782
Czasteczka nr. 198, 1.813633, 1.352987
Czasteczka nr. 199, 1.757648, 1.236386
Czasteczka nr. 200, 1.866503, 1.511275

STAN Z TURY: 125, , 
Czasteczka nr. 1, 1.529486, 1.406027
Czasteczka nr. 2, 1.869937, 1.870638
Czasteczka nr. 3, 1.867670, 1.439471
Czasteczka nr. 4, 1.796561, 1.016564
Czasteczka nr. 5, 1.668697, 1.263048
Czasteczka nr. 6, 1.804095, 1.206793
Czasteczka nr. 7, 1.427102, 1.462317
Czasteczka nr. 8, 1.740237, 1.418229
Czasteczka nr. 9, 1.803156, 1.408490
Czasteczka nr. 10, 1.095221, 1.401320
Czasteczka nr. 11, 1.794821, 1.313752
Czasteczka nr. 12, 1.931097, 1.297929
Czasteczka nr. 13, 1.758405, 1.392967
Czasteczka nr. 14, 1.467649, 1.323434
Czasteczka nr. 15, 1.187408, 1.275650
Czasteczka nr. 16, 1.418984, 1.193409
Czasteczka nr. 17, 1.658864, 1.385066
Czasteczka nr. 18, 1.871943, 1.138725
Czasteczka nr. 19, 1.822925, 1.406016
Czasteczka nr. 20, 1.798645, 1.430870
Czasteczka nr. 21, 1.759422, 1.418727
Czasteczka nr. 22, 1.410936, 1.481502
Czasteczka nr. 23, 1.844737, 1.134912
Czasteczka nr. 24, 1.731482, 1.552695
Czasteczka nr. 25, 1.760434, 1.392970
Czasteczka nr. 26, 1.774887, 1.618483
Czasteczka nr. 27, 1.826791, 1.538952
Czasteczka nr. 28, 1.715797, 1.379043
Czasteczka nr. 29, 1.984312, 1.482379
Czasteczka nr. 30, 1.520040, 1.693278
Czasteczka nr. 31, 1.921048, 1.403031
Czasteczka nr. 32, 1.822327, 1.336970
Czasteczka nr. 33, 1.500695, 1.575813
Czasteczka nr. 34, 1.870328, 1.464505
Czasteczka nr. 35, 1.322452, 1.506228
Czasteczka nr. 36, 1.890509, 1.471846
Czasteczka nr. 37, 1.805985, 1.262958
Czasteczka nr. 38, 1.592627, 1.687884
Czasteczka nr. 39, 1.853844, 1.386925
Czasteczka nr. 40, 1.765234, 1.500787
Czasteczka nr. 41, 1.935773, 1.261365
Czasteczka nr. 42, 1.812490, 1.385354
Czasteczka nr. 43, 1.725929, 1.676049
Czasteczka nr. 44, 1.069398, 1.378477
Czasteczka nr. 45, 1.639131, 1.278834
Czasteczka nr. 46, 1.692451, 1.492288
Czasteczka nr. 47, 1.754225, 1.971917
Czasteczka nr. 48, 1.782143, 1.036792
Czasteczka nr. 49, 1.764303, 1.404317
Czasteczka nr. 50, 1.778890, 1.235287
Czasteczka nr. 51, 1.836608, 1.176720
Czasteczka nr. 52, 1.841738, 1.371086
Czasteczka nr. 53, 1.630287, 1.153793
Czasteczka nr. 54, 1.800112, 1.160593
Czasteczka nr. 55, 1.475096, 1.446467
Czasteczka nr. 56, 1.869149, 1.380867
Czasteczka nr. 57, 1.599157, 1.332388
Czasteczka nr. 58, 1.803936, 1.587393
Czasteczka nr. 59, 1.788512, 1.375284
Czasteczka nr. 60, 1.658776, 1.387275
Czasteczka nr. 61, 1.727187, 1.663020
Czasteczka nr. 62, 1.855305, 1.660406
Czasteczka nr. 63, 1.923507, 1.230178
Czasteczka nr. 64, 1.767073, 1.391575
Czasteczka nr. 65, 1.720111, 1.405480
Czasteczka nr. 66, 1.145537, 1.350232
Czasteczka nr. 67, 1.844430, 1.359215
Czasteczka nr. 68, 1.583438, 1.402044
Czasteczka nr. 69, 1.787847, 1.413415
Czasteczka nr. 70, 1.083223, 1.441944
Czasteczka nr. 71, 1.874045, 1.257609
Czasteczka nr. 72, 1.640275, 1.502467
Czasteczka nr. 73, 1.806584, 1.412094
Czasteczka nr. 74, 1.622595, 1.306441
Czasteczka nr. 75, 1.802607, 1.168740
Czasteczka nr. 76, 1.793946, 1.298028
Czasteczka nr. 77, 1.883024, 1.347951
Czasteczka nr. 78, 1.571569, 1.341036
Czasteczka nr. 79, 1.804043, 1.427542
Czasteczka nr. 80, 1.823516, 1.087997
Czasteczka nr. 81, 1.809622, 1.400369
Czasteczka nr. 82, 1.670791, 1.318128
Czasteczka nr. 83, 1.624756, 1.395858
Czasteczka nr. 84, 1.775193, 1.945527
Czasteczka nr. 85, 1.832611, 1.446539
Czasteczka nr. 86, 1.859054, 1.438144
Czasteczka nr. 87, 1.444250, 1.450558
Czasteczka nr. 88, 2.003830, 1.147558
Czasteczka nr. 89, 1.383997, 1.336200
Czasteczka nr. 90, 1.593570, 1.362046
Czasteczka nr. 91, 1.381212, 1.570087
Czasteczka nr. 92, 1.822895, 1.411911
Czasteczka nr. 93, 1.866346, 1.361080
Czasteczka nr. 94, 1.785208, 1.601663
Czasteczka nr. 95, 1.685183, 1.478927
Czasteczka nr. 96, 1.802281, 1.433706
Czasteczka nr. 97, 1.802718, 1.425423
Czasteczka nr. 98, 1.731450, 1.690990
Czasteczka nr. 99, 1.751102, 1.416849
Czasteczka nr. 100, 1.712175, 1.584076
Czasteczka nr. 101, 1.330514, 1.337961
Czasteczka nr. 102, 1.503488, 1.380984
Czasteczka nr. 103, 1.767516, 1.367295
Czasteczka nr. 104, 1.979394, 1.189362
Czasteczka nr. 105, 1.607175, 1.417950
Czasteczka nr. 106, 1.678524, 1.371816
Czasteczka nr. 107, 1.913082, 1.413032
Czasteczka nr. 108, 1.762238, 1.326008
Czasteczka nr. 109, 1.867494, 1.290752
Czasteczka nr. 110, 1.706724, 1.548413
Czasteczka nr. 111, 1.846373, 1.517076
Czasteczka nr. 112, 1.407048, 1.479616
Czasteczka nr. 113, 1.801809, 1.494591
Czasteczka nr. 114, 1.816731, 1.375837
Czasteczka nr. 115, 1.702453, 1.535698
Czasteczka nr. 116, 1.465555, 1.358302
Czasteczka nr. 117, 1.641303, 1.326892
Czasteczka nr. 118, 1.814763, 1.524540
Czasteczka nr. 119, 1.461974, 1.655833
Czasteczka nr. 120, 1.776338, 1.667067
Czasteczka nr. 121, 1.982233, 1.346333
Czasteczka nr. 122, 1.732267, 1.959765
Czasteczka nr. 123, 1.809420, 1.533513
Czasteczka nr. 124, 1.611854, 1.469423
Czasteczka nr. 125, 1.948333, 1.474890
Czasteczka nr. 126, 1.681037, 1.390966
Czasteczka nr. 127, 1.529535, 1.503115
Czasteczka nr. 128, 1.835779, 1.558660
Czasteczka nr. 129, 1.026635, 1.578842
Czasteczka nr. 130, 1.773317, 1.398783
Czasteczka nr. 131, 1.799798, 1.676455
Czasteczka nr. 132, 1.092633, 1.449734
Czasteczka nr. 133, 1.777564, 1.282793
Czasteczka nr. 134, 1.868129, 1.432415
Czasteczka nr. 135, 1.765160, 1.551825
Czasteczka nr. 136, 1.812456, 1.769829
Czasteczka nr. 137, 1.801736, 1.513682
Czasteczka nr. 138, 1.908864, 1.362511
Czasteczka nr. 139, 1.768981, 1.404898
Czasteczka nr. 140, 1.419516, 1.348028
Czasteczka nr. 141, 1.878376, 1.435190
Czasteczka nr. 142, 1.696824, 1.519240
Czasteczka nr. 143, 1.663865, 1.517319
Czasteczka nr. 144, 1.828459, 1.296285
Czasteczka nr. 145, 1.455909, 1.424156
Czasteczka nr. 146, 1.453339, 1.452350
Czasteczka nr. 147, 1.366518, 1.328219
Czasteczka nr. 148, 1.839969, 1.404255
Czasteczka nr. 149, 1.795381, 1.406453
Czasteczka nr. 150, 1.776512, 1.401517
Czasteczka nr. 151, 1.842203, 1.396847
Czasteczka nr. 152, 1.370939, 1.378863
Czasteczka nr. 153, 1.833394, 2.005882
Czasteczka nr. 154, 1.843329, 1.600168
Czasteczka nr. 155, 1.698067, 1.427832
Czasteczka nr. 156, 0.936387, 1.370778
Czasteczka nr. 157, 1.650069, 1.427744
Czasteczka nr. 158, 1.930224, 1.422406
Czasteczka nr. 159, 1.761690, 1.404318
Czasteczka nr. 160, 1.693297, 1.682780
Czasteczka nr. 161, 1.388474, 1.549899
Czasteczka nr. 162, 1.740994, 1.634487
Czasteczka nr. 163, 1.814979, 1.607141
Czasteczka nr. 164, 1.633813, 1.644461
Czasteczka nr. 165, 1.804914, 1.422830
Czasteczka nr. 166, 1.891458, 1.351791
Czasteczka nr. 167, 1.621899, 1.625501
Czasteczka nr. 168, 1.461031, 1.296163
Czasteczka nr. 169, 1.723098, 1.606431
Czasteczka nr. 170, 1.902843, 1.172879
Czasteczka nr. 171, 1.864523, 1.421772
Czasteczka nr. 172, 1.746976, 1.441044
Czasteczka nr. 173, 1.881207, 1.501798
Czasteczka nr. 174, 1.754356, 1.490375
Czasteczka nr. 175, 1.818420, 1.213663
Czasteczka nr. 176, 1.425356, 1.445439
Czasteczka nr. 177, 1.801452, 1.513331
Czasteczka nr. 178, 1.851590, 1.448545
Czasteczka nr. 179, 1.837727, 1.407045
Czasteczka nr. 180, 1.848231, 1.719258
Czasteczka nr. 181, 1.685312, 1.230570
Czasteczka nr. 182, 1.855367, 1.299325
Czasteczka nr. 183, 1.790222, 1.069293
Czasteczka nr. 184, 1.499135, 1.330148
Czasteczka nr. 185, 1.733398, 1.553560
Czasteczka nr. 186, 1.804037, 1.406316
Czasteczka nr. 187, 1.727336, 1.637309
Czasteczka nr. 188, 1.186252, 1.630582
Czasteczka nr. 189, 1.356806, 1.401684
Czasteczka nr. 190, 1.794241, 1.498750
Czasteczka nr. 191, 1.946357, 1.530515
Czasteczka nr. 192, 1.892471, 1.420717
Czasteczka nr. 193, 1.601383, 1.547761
Czasteczka nr. 194, 1.737609, 1.359264
Czasteczka nr. 195, 1.718539, 1.404424
Czasteczka nr. 196, 1.709895, 1.575374
Czasteczka nr. 197, 1.548456, 1.712758
Czasteczka nr. 198, 1.811695, 1.325638
Czasteczka nr. 199, 1.781892, 1.279472
Czasteczka nr. 200, 1.990519, 1.555226

STAN Z TURY: 126, , 
Czasteczka nr. 1, 1.470838, 1.405808
Czasteczka nr. 2, 1.916653, 1.494022
Czasteczka nr. 3, 1.876514, 1.445831
Czasteczka nr. 4, 1.799288, 0.948877
Czasteczka nr. 5, 1.926297, 1.285522
Czasteczka nr. 6, 1.796309, 1.160885
Czasteczka nr. 7, 1.338897, 1.473333
Czasteczka nr. 8, 1.765349, 1.421780
Czasteczka nr. 9, 1.803156, 1.408490
Czasteczka nr. 10, 1.339272, 1.623090
Czasteczka nr. 11, 1.798691, 1.312408
Czasteczka nr. 12, 1.857811, 1.256361
Czasteczka nr. 13, 1.812083, 1.405076
Czasteczka nr. 14, 1.785486, 1.287062
Czasteczka nr. 15, 1.425308, 1.291783
Czasteczka nr. 16, 1.540337, 1.259281
Czasteczka nr. 17, 1.492418, 1.755640
Czasteczka nr. 18, 1.825828, 1.293344
Czasteczka nr. 19, 1.728705, 1.226354
Czasteczka nr. 20, 1.784558, 1.444652
Czasteczka nr. 21, 1.768202, 1.440701
Czasteczka nr. 22, 1.535801, 1.387846
Czasteczka nr. 23, 1.841095, 1.348972
Czasteczka nr. 24, 1.748663, 1.419748
Czasteczka nr. 25, 1.744049, 1.423710
Czasteczka nr. 26, 1.801558, 1.751951
Czasteczka nr. 27, 1.855969, 1.584571
Czasteczka nr. 28, 1.776890, 1.382209
Czasteczka nr. 29, 2.012306, 1.375287
Czasteczka nr. 30, 1.484341, 1.604499
Czasteczka nr. 31, 1.944755, 1.523858
Czasteczka nr. 32, 1.843180, 1.675321
Czasteczka nr. 33, 1.282466, 1.567797
Czasteczka nr. 34, 1.827958, 1.149196
Czasteczka nr. 35, 1.257784, 1.412234
Czasteczka nr. 36, 1.837720, 1.428492
Czasteczka nr. 37, 1.802160, 1.143982
Czasteczka nr. 38, 1.548199, 1.455554
Czasteczka nr. 39, 1.830162, 1.523897
Czasteczka nr. 40, 1.646702, 1.425869
Czasteczka nr. 41, 1.951163, 1.351742
Czasteczka nr. 42, 1.817247, 1.283931
Czasteczka nr. 43, 1.754902, 1.572981
Czasteczka nr. 44, 1.548091, 1.354476
Czasteczka nr. 45, 1.527450, 1.352434
Czasteczka nr. 46, 1.656501, 1.506462
Czasteczka nr. 47, 1.646271, 1.737527
Czasteczka nr. 48, 1.741467, 1.299726
Czasteczka nr. 49, 1.699375, 1.403042
Czasteczka nr. 50, 1.831520, 1.276905
Czasteczka nr. 51, 1.827291, 1.224159
Czasteczka nr. 52, 1.856175, 1.635929
Czasteczka nr. 53, 1.483349, 1.306100
Czasteczka nr. 54, 1.801155, 1.089157
Czasteczka nr. 55, 1.820317, 1.527113
Czasteczka nr. 56, 1.906619, 1.226174
Czasteczka nr. 57, 1.586426, 1.380686
Czasteczka nr. 58, 1.820069, 1.460213
Czasteczka nr. 59, 1.782643, 1.375413
Czasteczka nr. 60, 1.693169, 1.336508
Czasteczka nr. 61, 1.755162, 1.319215
Czasteczka nr. 62, 1.880324, 1.529873
Czasteczka nr. 63, 1.905883, 1.296127
Czasteczka nr. 64, 1.806821, 1.393072
Czasteczka nr. 65, 1.783826, 1.351984
Czasteczka nr. 66, 1.195284, 1.404361
Czasteczka nr. 67, 1.734727, 1.225956
Czasteczka nr. 68, 1.447334, 1.417189
Czasteczka nr. 69, 1.767933, 1.415026
Czasteczka nr. 70, 1.663636, 1.399988
Czasteczka nr. 71, 1.785085, 1.126652
Czasteczka nr. 72, 1.730567, 1.486083
Czasteczka nr. 73, 1.812281, 1.415020
Czasteczka nr. 74, 1.702526, 1.129339
Czasteczka nr. 75, 1.818670, 1.292738
Czasteczka nr. 76, 1.808599, 1.352500
Czasteczka nr. 77, 1.972453, 1.319608
Czasteczka nr. 78, 1.652697, 1.354265
Czasteczka nr. 79, 1.804411, 1.500045
Czasteczka nr. 80, 1.829975, 1.240621
Czasteczka nr. 81, 1.767207, 1.402946
Czasteczka nr. 82, 1.623337, 1.329064
Czasteczka nr. 83, 1.589118, 1.438943
Czasteczka nr. 84, 1.788462, 1.766500
Czasteczka nr. 85, 1.840880, 1.535314
Czasteczka nr. 86, 1.858033, 1.620414
Czasteczka nr. 87, 1.469022, 1.477381
Czasteczka nr. 88, 2.063023, 1.162758
Czasteczka nr. 89, 1.687688, 1.237131
Czasteczka nr. 90, 1.493102, 1.382111
Czasteczka nr. 91, 1.819923, 1.842537
Czasteczka nr. 92, 1.721680, 1.414546
Czasteczka nr. 93, 1.794610, 1.386358
Czasteczka nr. 94, 1.770825, 1.588428
Czasteczka nr. 95, 1.739479, 1.454012
Czasteczka nr. 96, 1.813732, 1.252195
Czasteczka nr. 97, 1.802823, 1.457399
Czasteczka nr. 98, 1.792155, 1.869760
Czasteczka nr. 99, 1.631847, 1.410850
Czasteczka nr. 100, 1.520673, 1.645143
Czasteczka nr. 101, 1.668366, 1.372013
Czasteczka nr. 102, 1.454722, 1.368323
Czasteczka nr. 103, 1.763661, 1.290846
Czasteczka nr. 104, 1.908792, 1.178121
Czasteczka nr. 105, 1.628142, 1.436112
Czasteczka nr. 106, 1.613617, 1.820856
Czasteczka nr. 107, 1.868832, 1.434959
Czasteczka nr. 108, 1.730564, 1.354824
Czasteczka nr. 109, 1.843130, 1.314484
Czasteczka nr. 110, 1.576209, 1.533266
Czasteczka nr. 111, 1.832991, 1.491109
Czasteczka nr. 112, 1.239238, 1.506561
Czasteczka nr. 113, 1.769848, 1.431153
Czasteczka nr. 114, 1.816228, 1.384995
Czasteczka nr. 115, 1.730163, 1.460297
Czasteczka nr. 116, 1.466131, 1.320107
Czasteczka nr. 117, 1.251924, 1.298353
Czasteczka nr. 118, 1.811134, 1.116416
Czasteczka nr. 119, 1.322572, 1.681412
Czasteczka nr. 120, 1.592541, 1.596222
Czasteczka nr. 121, 1.842536, 1.390945
Czasteczka nr. 122, 1.722063, 1.599491
Czasteczka nr. 123, 1.814196, 1.789584
Czasteczka nr. 124, 1.641225, 1.615917
Czasteczka nr. 125, 1.918711, 1.439712
Czasteczka nr. 126, 1.729107, 1.383580
Czasteczka nr. 127, 1.488547, 1.430692
Czasteczka nr. 128, 1.895929, 1.573072
Czasteczka nr. 129, 1.488789, 1.701647
Czasteczka nr. 130, 1.753073, 1.392555
Czasteczka nr. 131, 1.804237, 1.694942
Czasteczka nr. 132, 1.537381, 1.403777
Czasteczka nr. 133, 1.755677, 1.168488
Czasteczka nr. 134, 1.820472, 1.363902
Czasteczka nr. 135, 1.759580, 1.492987
Czasteczka nr. 136, 1.806907, 1.527008
Czasteczka nr. 137, 1.779260, 1.550438
Czasteczka nr. 138, 1.794055, 1.319879
Czasteczka nr. 139, 1.585350, 1.401895
Czasteczka nr. 140, 1.297257, 1.355116
Czasteczka nr. 141, 1.839985, 1.826492
Czasteczka nr. 142, 1.628897, 1.536743
Czasteczka nr. 143, 1.682243, 1.638582
Czasteczka nr. 144, 1.824623, 1.341204
Czasteczka nr. 145, 1.541574, 1.337154
Czasteczka nr. 146, 1.727138, 1.916530
Czasteczka nr. 147, 1.370396, 1.289528
Czasteczka nr. 148, 1.791718, 1.410217
Czasteczka nr. 149, 1.791374, 1.405796
Czasteczka nr. 150, 1.761720, 1.391848
Czasteczka nr. 151, 1.799241, 1.384424
Czasteczka nr. 152, 1.704847, 1.900178
Czasteczka nr. 153, 1.835961, 1.387904
Czasteczka nr. 154, 1.853320, 1.600006
Czasteczka nr. 155, 1.673388, 1.508608
Czasteczka nr. 156, 1.490775, 1.552030
Czasteczka nr. 157, 1.722005, 1.411933
Czasteczka nr. 158, 1.891170, 1.703067
Czasteczka nr. 159, 1.778911, 1.403739
Czasteczka nr. 160, 1.670576, 1.529060
Czasteczka nr. 161, 1.732287, 1.527645
Czasteczka nr. 162, 1.608769, 1.478741
Czasteczka nr. 163, 1.808356, 1.586352
Czasteczka nr. 164, 1.636950, 1.652734
Czasteczka nr. 165, 1.804876, 1.421453
Czasteczka nr. 166, 1.756187, 1.270887
Czasteczka nr. 167, 1.638314, 1.507965
Czasteczka nr. 168, 1.384250, 1.307721
Czasteczka nr. 169, 1.681002, 1.015451
Czasteczka nr. 170, 1.920054, 1.251807
Czasteczka nr. 171, 1.858752, 1.444111
Czasteczka nr. 172, 1.601084, 1.465083
Czasteczka nr. 173, 1.903067, 1.440586
Czasteczka nr. 174, 1.764206, 1.509061
Czasteczka nr. 175, 1.828331, 1.332029
Czasteczka nr. 176, 1.420623, 1.430483
Czasteczka nr. 177, 1.772240, 1.704249
Czasteczka nr. 178, 1.837795, 1.450669
Czasteczka nr. 179, 1.826078, 1.406678
Czasteczka nr. 180, 1.828379, 1.535207
Czasteczka nr. 181, 1.543805, 1.145510
Czasteczka nr. 182, 1.854154, 1.261148
Czasteczka nr. 183, 1.796182, 1.013670
Czasteczka nr. 184, 1.344459, 1.357509
Czasteczka nr. 185, 1.691483, 1.444534
Czasteczka nr. 186, 1.803575, 1.317428
Czasteczka nr. 187, 1.888482, 1.531976
Czasteczka nr. 188, 0.901869, 1.411546
Czasteczka nr. 189, 1.662543, 1.664320
Czasteczka nr. 190, 1.796276, 1.445738
Czasteczka nr. 191, 1.840294, 1.493244
Czasteczka nr. 192, 1.940307, 1.439783
Czasteczka nr. 193, 1.801583, 1.505668
Czasteczka nr. 194, 1.386148, 1.315753
Czasteczka nr. 195, 1.791627, 1.322600
Czasteczka nr. 196, 1.713089, 1.950311
Czasteczka nr. 197, 1.581738, 1.783456
Czasteczka nr. 198, 1.808953, 1.327357
Czasteczka nr. 199, 1.790343, 1.275860
Czasteczka nr. 200, 1.964395, 1.547069

STAN Z TURY: 127, , 
Czasteczka nr. 1, 1.729132, 1.404599
Czasteczka nr. 2, 1.878435, 1.341547
Czasteczka nr. 3, 1.877148, 1.439529
Czasteczka nr. 4, 1.801795, 1.460973
Czasteczka nr. 5, 1.622144, 1.156162
