ID_CZASTECZKI, CORD_X, CORD_Y
Czasteczka nr. 158, 1.857527, 1.593903
Czasteczka nr. 159, 1.722045, 1.403632
Czasteczka nr. 160, 1.700883, 1.498858
Czasteczka nr. 161, 1.523863, 1.589325
Czasteczka nr. 162, 1.815927, 1.912754
Czasteczka nr. 163, 1.808336, 1.729876
Czasteczka nr. 164, 1.652574, 1.596075
Czasteczka nr. 165, 1.805340, 1.445268
Czasteczka nr. 166, 1.898606, 1.282396
Czasteczka nr. 167, 1.768938, 1.596045
Czasteczka nr. 168, 1.551102, 1.290330
Czasteczka nr. 169, 1.756839, 1.173015
Czasteczka nr. 170, 1.850261, 1.334800
Czasteczka nr. 171, 1.876930, 1.415930
Czasteczka nr. 172, 1.624426, 1.364141
Czasteczka nr. 173, 1.873203, 1.552272
Czasteczka nr. 174, 1.795187, 1.394908
Czasteczka nr. 175, 1.808564, 1.221100
Czasteczka nr. 176, 1.743383, 1.426115
Czasteczka nr. 177, 1.785207, 1.759675
Czasteczka nr. 178, 1.884343, 1.470816
Czasteczka nr. 179, 1.842301, 1.408541
Czasteczka nr. 180, 1.858433, 1.403347
Czasteczka nr. 181, 1.335909, 1.250143
Czasteczka nr. 182, 1.889229, 1.140874
Czasteczka nr. 183, 1.797595, 1.209852
Czasteczka nr. 184, 1.083973, 1.279518
Czasteczka nr. 185, 1.706650, 1.586720
Czasteczka nr. 186, 1.802491, 1.396249
Czasteczka nr. 187, 1.692427, 1.430346
Czasteczka nr. 188, 1.578655, 1.510055
Czasteczka nr. 189, 1.671829, 1.685989
Czasteczka nr. 190, 1.795727, 1.508192
Czasteczka nr. 191, 1.804885, 1.444032
Czasteczka nr. 192, 1.857688, 1.452053
Czasteczka nr. 193, 1.721033, 1.435481
Czasteczka nr. 194, 1.248456, 1.339642
Czasteczka nr. 195, 1.803603, 1.256090
Czasteczka nr. 196, 1.739143, 1.658708
Czasteczka nr. 197, 1.732242, 1.608878
Czasteczka nr. 198, 1.841136, 1.363781
Czasteczka nr. 199, 1.765427, 1.180347
Czasteczka nr. 200, 1.827762, 1.485180

STAN Z TURY: 35, , 
Czasteczka nr. 1, 1.747993, 1.406407
Czasteczka nr. 2, 1.889302, 1.769564
Czasteczka nr. 3, 1.832565, 1.441589
Czasteczka nr. 4, 1.795523, 1.266786
Czasteczka nr. 5, 1.641456, 1.468601
Czasteczka nr. 6, 1.801688, 1.259557
Czasteczka nr. 7, 1.636863, 1.418296
Czasteczka nr. 8, 1.754137, 1.422029
Czasteczka nr. 9, 1.803168, 1.408492
Czasteczka nr. 10, 1.790895, 1.554870
Czasteczka nr. 11, 1.788749, 1.266283
Czasteczka nr. 12, 1.833399, 1.204304
Czasteczka nr. 13, 1.802624, 1.405832
Czasteczka nr. 14, 1.727702, 1.341138
Czasteczka nr. 15, 1.242918, 1.235974
Czasteczka nr. 16, 1.764335, 1.425382
Czasteczka nr. 17, 1.099541, 1.386360
Czasteczka nr. 18, 1.860754, 1.420835
Czasteczka nr. 19, 1.952811, 1.233320
Czasteczka nr. 20, 1.775673, 1.426757
Czasteczka nr. 21, 1.731661, 1.412478
Czasteczka nr. 22, 1.865845, 1.214489
Czasteczka nr. 23, 1.804955, 1.140647
Czasteczka nr. 24, 1.722742, 1.571369
Czasteczka nr. 25, 1.798710, 1.383424
Czasteczka nr. 26, 1.794613, 1.564950
Czasteczka nr. 27, 1.858016, 1.527309
Czasteczka nr. 28, 1.776741, 1.352004
Czasteczka nr. 29, 1.890108, 1.520154
Czasteczka nr. 30, 1.498258, 1.502918
Czasteczka nr. 31, 1.830142, 1.525965
Czasteczka nr. 32, 1.797791, 1.852645
Czasteczka nr. 33, 1.344495, 1.414767
Czasteczka nr. 34, 1.905229, 1.209865
Czasteczka nr. 35, 1.280952, 1.466205
Czasteczka nr. 36, 1.868482, 1.433321
Czasteczka nr. 37, 1.808114, 1.410840
Czasteczka nr. 38, 1.483479, 1.505706
Czasteczka nr. 39, 1.815811, 2.030017
Czasteczka nr. 40, 1.768596, 1.484784
Czasteczka nr. 41, 1.900669, 1.240622
Czasteczka nr. 42, 1.814689, 1.279124
Czasteczka nr. 43, 1.815881, 1.583029
Czasteczka nr. 44, 1.509805, 1.379204
Czasteczka nr. 45, 1.518337, 1.385350
Czasteczka nr. 46, 1.717485, 1.489033
Czasteczka nr. 47, 1.736251, 1.698058
Czasteczka nr. 48, 1.799586, 1.306693
Czasteczka nr. 49, 1.669881, 1.398833
Czasteczka nr. 50, 1.814651, 1.225300
Czasteczka nr. 51, 1.922908, 1.258489
Czasteczka nr. 52, 1.871974, 1.593417
Czasteczka nr. 53, 1.922922, 1.108552
Czasteczka nr. 54, 1.811036, 1.163195
Czasteczka nr. 55, 1.502303, 1.416749
Czasteczka nr. 56, 1.840978, 1.178859
Czasteczka nr. 57, 1.670617, 1.227769
Czasteczka nr. 58, 1.880519, 1.449903
Czasteczka nr. 59, 1.803848, 1.372559
Czasteczka nr. 60, 1.605502, 1.343123
Czasteczka nr. 61, 1.723808, 1.281978
Czasteczka nr. 62, 1.868980, 1.439247
Czasteczka nr. 63, 1.971491, 1.399022
Czasteczka nr. 64, 1.791396, 1.396667
Czasteczka nr. 65, 1.742441, 1.291137
Czasteczka nr. 66, 1.149715, 1.345908
Czasteczka nr. 67, 1.020598, 1.316072
Czasteczka nr. 68, 1.612199, 1.525427
Czasteczka nr. 69, 1.781739, 1.413150
Czasteczka nr. 70, 0.786436, 1.258429
Czasteczka nr. 71, 1.921155, 1.379369
Czasteczka nr. 72, 1.807614, 1.466374
Czasteczka nr. 73, 1.816201, 1.428501
Czasteczka nr. 74, 1.718617, 1.344022
Czasteczka nr. 75, 1.832945, 1.310065
Czasteczka nr. 76, 1.808546, 1.316394
Czasteczka nr. 77, 1.944264, 1.377185
Czasteczka nr. 78, 1.501975, 1.333073
Czasteczka nr. 79, 1.804127, 1.412688
Czasteczka nr. 80, 1.843554, 1.316109
Czasteczka nr. 81, 1.820341, 1.404349
Czasteczka nr. 82, 1.650098, 1.254029
Czasteczka nr. 83, 1.768129, 1.437921
Czasteczka nr. 84, 1.778850, 2.084573
Czasteczka nr. 85, 1.828306, 1.481205
Czasteczka nr. 86, 1.888947, 1.617049
Czasteczka nr. 87, 1.679739, 1.430187
Czasteczka nr. 88, 2.030523, 1.316118
Czasteczka nr. 89, 1.880770, 1.323533
Czasteczka nr. 90, 1.659174, 1.255940
Czasteczka nr. 91, 1.449356, 1.755287
Czasteczka nr. 92, 1.732102, 1.412375
Czasteczka nr. 93, 1.803767, 1.335316
Czasteczka nr. 94, 1.800092, 1.741225
Czasteczka nr. 95, 1.423811, 1.419585
Czasteczka nr. 96, 1.810660, 1.448520
Czasteczka nr. 97, 1.802954, 1.427835
Czasteczka nr. 98, 1.732795, 1.773824
Czasteczka nr. 99, 1.649603, 1.413628
Czasteczka nr. 100, 1.619056, 1.967916
Czasteczka nr. 101, 1.599334, 1.307696
Czasteczka nr. 102, 1.567496, 1.385248
Czasteczka nr. 103, 1.786877, 1.382120
Czasteczka nr. 104, 1.790644, 1.324524
Czasteczka nr. 105, 1.733065, 1.434666
Czasteczka nr. 106, 1.758691, 1.961985
Czasteczka nr. 107, 1.893781, 1.414927
Czasteczka nr. 108, 1.763717, 1.288885
Czasteczka nr. 109, 1.915796, 1.289928
Czasteczka nr. 110, 1.727241, 1.609135
Czasteczka nr. 111, 1.809625, 1.743561
Czasteczka nr. 112, 1.292708, 1.425492
Czasteczka nr. 113, 1.740346, 1.455126
Czasteczka nr. 114, 1.829864, 1.387040
Czasteczka nr. 115, 1.699949, 1.483399
Czasteczka nr. 116, 1.228743, 1.379603
Czasteczka nr. 117, 1.625009, 1.376181
Czasteczka nr. 118, 2.628562, 1.042957
Czasteczka nr. 119, 1.484259, 1.267839
Czasteczka nr. 120, 1.583696, 1.443504
Czasteczka nr. 121, 1.924634, 1.155131
Czasteczka nr. 122, 1.762684, 1.967504
Czasteczka nr. 123, 1.820676, 1.459581
Czasteczka nr. 124, 1.483111, 1.417538
Czasteczka nr. 125, 1.828702, 1.401794
Czasteczka nr. 126, 1.632812, 1.399262
Czasteczka nr. 127, 1.791815, 1.618321
Czasteczka nr. 128, 1.767640, 1.849462
Czasteczka nr. 129, 1.488640, 1.354949
Czasteczka nr. 130, 1.772983, 1.348799
Czasteczka nr. 131, 1.796064, 1.644234
Czasteczka nr. 132, 1.126641, 1.534324
Czasteczka nr. 133, 1.764791, 1.448873
Czasteczka nr. 134, 1.827403, 1.340090
Czasteczka nr. 135, 1.715981, 1.488446
Czasteczka nr. 136, 1.807316, 1.582142
Czasteczka nr. 137, 1.794429, 1.566595
Czasteczka nr. 138, 1.815867, 1.349603
Czasteczka nr. 139, 1.775280, 1.394145
Czasteczka nr. 140, 1.414380, 1.441495
Czasteczka nr. 141, 1.832184, 1.825251
Czasteczka nr. 142, 1.585174, 1.460985
Czasteczka nr. 143, 1.753692, 1.399297
Czasteczka nr. 144, 1.780809, 1.359329
Czasteczka nr. 145, 1.705707, 1.488284
Czasteczka nr. 146, 1.580521, 1.374849
Czasteczka nr. 147, 1.253781, 1.267648
Czasteczka nr. 148, 1.831225, 1.371383
Czasteczka nr. 149, 1.790823, 1.405316
Czasteczka nr. 150, 1.788305, 1.369521
Czasteczka nr. 151, 1.785076, 1.357782
Czasteczka nr. 152, 1.560410, 1.923092
Czasteczka nr. 153, 1.821878, 1.521278
Czasteczka nr. 154, 1.829214, 1.374478
Czasteczka nr. 155, 1.747141, 1.430969
Czasteczka nr. 156, 1.069701, 1.438311
Czasteczka nr. 157, 1.539233, 1.299243
Czasteczka nr. 158, 1.876812, 1.648339
Czasteczka nr. 159, 1.800227, 1.404278
Czasteczka nr. 160, 1.680671, 1.744129
Czasteczka nr. 161, 1.834123, 1.668804
Czasteczka nr. 162, 1.815844, 1.805039
Czasteczka nr. 163, 1.808903, 1.891609
Czasteczka nr. 164, 1.681466, 1.614924
Czasteczka nr. 165, 1.805827, 1.443724
Czasteczka nr. 166, 1.924067, 1.255786
Czasteczka nr. 167, 1.573611, 1.714088
Czasteczka nr. 168, 1.522361, 1.258849
Czasteczka nr. 169, 1.741004, 1.306667
Czasteczka nr. 170, 1.814910, 1.253660
Czasteczka nr. 171, 1.815356, 1.421677
Czasteczka nr. 172, 1.710271, 1.346000
Czasteczka nr. 173, 1.870350, 1.660811
Czasteczka nr. 174, 1.798484, 1.533099
Czasteczka nr. 175, 1.826519, 1.400578
Czasteczka nr. 176, 1.485852, 1.414649
Czasteczka nr. 177, 1.806136, 1.531192
Czasteczka nr. 178, 1.882931, 1.486212
Czasteczka nr. 179, 1.821994, 1.406327
Czasteczka nr. 180, 1.812016, 1.388979
Czasteczka nr. 181, 1.705819, 1.127856
Czasteczka nr. 182, 1.794788, 1.274813
Czasteczka nr. 183, 1.794423, 1.250177
Czasteczka nr. 184, 1.200923, 1.396374
Czasteczka nr. 185, 1.724904, 1.552858
Czasteczka nr. 186, 1.803950, 1.344069
Czasteczka nr. 187, 1.665348, 1.737740
Czasteczka nr. 188, 1.399745, 1.620741
Czasteczka nr. 189, 1.382109, 1.575636
Czasteczka nr. 190, 1.795783, 1.491084
Czasteczka nr. 191, 1.879796, 1.596155
Czasteczka nr. 192, 1.848407, 1.429520
Czasteczka nr. 193, 1.752652, 1.463227
Czasteczka nr. 194, 1.171459, 1.138979
Czasteczka nr. 195, 1.735735, 1.326723
Czasteczka nr. 196, 1.764889, 1.621323
Czasteczka nr. 197, 1.348862, 1.521831
Czasteczka nr. 198, 1.815705, 1.416641
Czasteczka nr. 199, 1.767415, 1.204396
Czasteczka nr. 200, 1.902501, 1.589969

STAN Z TURY: 36, , 
Czasteczka nr. 1, 1.589224, 1.407567
Czasteczka nr. 2, 1.908942, 1.522483
Czasteczka nr. 3, 1.840776, 1.427483
Czasteczka nr. 4, 1.796411, 1.237983
Czasteczka nr. 5, 1.689524, 1.356406
Czasteczka nr. 6, 1.798709, 1.164947
Czasteczka nr. 7, 1.288912, 1.409434
Czasteczka nr. 8, 1.759518, 1.427586
Czasteczka nr. 9, 1.803145, 1.408492
Czasteczka nr. 10, 1.759174, 1.593728
Czasteczka nr. 11, 1.787830, 1.323692
Czasteczka nr. 12, 1.874063, 1.118228
Czasteczka nr. 13, 1.747185, 1.395850
Czasteczka nr. 14, 1.359046, 1.388119
Czasteczka nr. 15, 1.667876, 1.345066
Czasteczka nr. 16, 1.766842, 1.153253
Czasteczka nr. 17, 0.950994, 1.459612
Czasteczka nr. 18, 1.840305, 1.344823
Czasteczka nr. 19, 1.899274, 1.261726
Czasteczka nr. 20, 1.767028, 1.431251
Czasteczka nr. 21, 1.709023, 1.455087
Czasteczka nr. 22, 1.413540, 1.385806
Czasteczka nr. 23, 1.809718, 1.131359
Czasteczka nr. 24, 1.709084, 1.395692
Czasteczka nr. 25, 1.737309, 1.316470
Czasteczka nr. 26, 1.789248, 1.688462
Czasteczka nr. 27, 1.847140, 1.487237
Czasteczka nr. 28, 1.749376, 1.354722
Czasteczka nr. 29, 1.832360, 1.635478
Czasteczka nr. 30, 1.546919, 1.419943
Czasteczka nr. 31, 1.886573, 1.584139
Czasteczka nr. 32, 1.864232, 1.382812
Czasteczka nr. 33, 1.461725, 1.416239
Czasteczka nr. 34, 1.919540, 1.217631
Czasteczka nr. 35, 1.539295, 1.517929
Czasteczka nr. 36, 1.847638, 1.385744
Czasteczka nr. 37, 1.817513, 1.270229
Czasteczka nr. 38, 1.730938, 1.515969
Czasteczka nr. 39, 1.818865, 1.997947
Czasteczka nr. 40, 1.732333, 1.426829
Czasteczka nr. 41, 1.897050, 1.363675
Czasteczka nr. 42, 1.813094, 1.399664
Czasteczka nr. 43, 1.776297, 1.588258
Czasteczka nr. 44, 1.572079, 1.363058
Czasteczka nr. 45, 1.640510, 1.253813
Czasteczka nr. 46, 1.721791, 1.461780
Czasteczka nr. 47, 1.727578, 1.263199
Czasteczka nr. 48, 1.780557, 1.238254
Czasteczka nr. 49, 1.712902, 1.404662
Czasteczka nr. 50, 1.839185, 1.416053
Czasteczka nr. 51, 1.834483, 1.257751
Czasteczka nr. 52, 1.850935, 1.454934
Czasteczka nr. 53, 1.190513, 1.151288
Czasteczka nr. 54, 1.816731, 1.286692
Czasteczka nr. 55, 1.513887, 1.521684
Czasteczka nr. 56, 1.883983, 1.212253
Czasteczka nr. 57, 1.584391, 1.236139
Czasteczka nr. 58, 1.901231, 1.440161
Czasteczka nr. 59, 1.782123, 1.383494
Czasteczka nr. 60, 1.619138, 1.307963
Czasteczka nr. 61, 1.771452, 1.647218
Czasteczka nr. 62, 1.836614, 1.341400
Czasteczka nr. 63, 1.820822, 1.388848
Czasteczka nr. 64, 1.759631, 1.386104
Czasteczka nr. 65, 1.735386, 1.279861
Czasteczka nr. 66, 1.431468, 1.339226
Czasteczka nr. 67, 1.071857, 1.267753
Czasteczka nr. 68, 1.469946, 1.555197
Czasteczka nr. 69, 1.787458, 1.420674
Czasteczka nr. 70, 1.080958, 1.300651
Czasteczka nr. 71, 1.898087, 1.186251
Czasteczka nr. 72, 1.698162, 1.484433
Czasteczka nr. 73, 1.818123, 1.414560
Czasteczka nr. 74, 1.718825, 1.315635
Czasteczka nr. 75, 1.826837, 1.143226
Czasteczka nr. 76, 1.817814, 1.397300
Czasteczka nr. 77, 1.908310, 1.373694
Czasteczka nr. 78, 1.747251, 1.364928
Czasteczka nr. 79, 1.804210, 1.484292
Czasteczka nr. 80, 1.806229, 1.237883
Czasteczka nr. 81, 1.887053, 1.405310
Czasteczka nr. 82, 1.720652, 1.074176
Czasteczka nr. 83, 1.447375, 1.462185
Czasteczka nr. 84, 1.774456, 1.509064
Czasteczka nr. 85, 1.832227, 1.483759
Czasteczka nr. 86, 1.840513, 1.693627
Czasteczka nr. 87, 1.745095, 1.511001
Czasteczka nr. 88, 1.913849, 1.082463
Czasteczka nr. 89, 1.655829, 1.298190
Czasteczka nr. 90, 1.616958, 1.384770
Czasteczka nr. 91, 1.210740, 1.374798
Czasteczka nr. 92, 1.690106, 1.415675
Czasteczka nr. 93, 1.825087, 1.391685
Czasteczka nr. 94, 1.783299, 1.769623
Czasteczka nr. 95, 1.433971, 1.437820
Czasteczka nr. 96, 1.809579, 1.043039
Czasteczka nr. 97, 1.802928, 1.413396
Czasteczka nr. 98, 1.734122, 1.803861
Czasteczka nr. 99, 1.720252, 1.411760
Czasteczka nr. 100, 1.885969, 1.605526
Czasteczka nr. 101, 1.669327, 1.372963
Czasteczka nr. 102, 1.448694, 1.362081
Czasteczka nr. 103, 1.758203, 1.428100
Czasteczka nr. 104, 1.848143, 1.151826
Czasteczka nr. 105, 1.772660, 1.434676
Czasteczka nr. 106, 1.497155, 1.520481
Czasteczka nr. 107, 1.890227, 1.450020
Czasteczka nr. 108, 1.759816, 1.351451
Czasteczka nr. 109, 1.801747, 1.317545
Czasteczka nr. 110, 1.779676, 1.643733
Czasteczka nr. 111, 1.815154, 1.667896
Czasteczka nr. 112, 1.471598, 1.438737
Czasteczka nr. 113, 1.779330, 1.538646
Czasteczka nr. 114, 1.824375, 1.411669
Czasteczka nr. 115, 1.736910, 1.617603
Czasteczka nr. 116, 1.590225, 1.383301
Czasteczka nr. 117, 1.664060, 1.280491
Czasteczka nr. 118, 2.725924, 1.332344
Czasteczka nr. 119, 1.630374, 1.791847
Czasteczka nr. 120, 1.524245, 1.438535
Czasteczka nr. 121, 1.887264, 1.305489
Czasteczka nr. 122, 1.753968, 1.667180
Czasteczka nr. 123, 1.818121, 1.351854
Czasteczka nr. 124, 1.597924, 1.476560
Czasteczka nr. 125, 1.892591, 1.441880
Czasteczka nr. 126, 1.792679, 1.405374
Czasteczka nr. 127, 1.706951, 1.526340
Czasteczka nr. 128, 1.899545, 2.034138
Czasteczka nr. 129, 1.694400, 1.482135
Czasteczka nr. 130, 1.749702, 1.323495
Czasteczka nr. 131, 1.797529, 1.518045
Czasteczka nr. 132, 1.312812, 1.478655
Czasteczka nr. 133, 1.724626, 1.391800
Czasteczka nr. 134, 1.935519, 1.332140
Czasteczka nr. 135, 1.720709, 1.541744
Czasteczka nr. 136, 1.810226, 1.506173
Czasteczka nr. 137, 1.794805, 1.568600
Czasteczka nr. 138, 1.823424, 1.310200
Czasteczka nr. 139, 1.670971, 1.397877
Czasteczka nr. 140, 1.173572, 1.428345
Czasteczka nr. 141, 1.829885, 1.839375
Czasteczka nr. 142, 1.579049, 1.448164
Czasteczka nr. 143, 1.773403, 1.458734
Czasteczka nr. 144, 1.793221, 1.265369
Czasteczka nr. 145, 1.428836, 1.549590
Czasteczka nr. 146, 1.393946, 1.536971
Czasteczka nr. 147, 1.627761, 1.286199
Czasteczka nr. 148, 1.873050, 1.389970
Czasteczka nr. 149, 1.781624, 1.405561
Czasteczka nr. 150, 1.756752, 1.361599
Czasteczka nr. 151, 1.824375, 1.419830
Czasteczka nr. 152, 1.579918, 1.871424
Czasteczka nr. 153, 1.864954, 1.413252
Czasteczka nr. 154, 1.815496, 1.712559
Czasteczka nr. 155, 1.685827, 1.510199
Czasteczka nr. 156, 1.175171, 1.550575
Czasteczka nr. 157, 1.578551, 1.364529
Czasteczka nr. 158, 1.860986, 1.522036
Czasteczka nr. 159, 1.624191, 1.408895
Czasteczka nr. 160, 1.593087, 1.513661
Czasteczka nr. 161, 1.395453, 1.497635
Czasteczka nr. 162, 1.621502, 1.760225
Czasteczka nr. 163, 1.812616, 1.414054
Czasteczka nr. 164, 1.668090, 1.732693
Czasteczka nr. 165, 1.803048, 1.418122
Czasteczka nr. 166, 1.214502, 1.384866
Czasteczka nr. 167, 1.567179, 1.646704
Czasteczka nr. 168, 1.468077, 1.362133
Czasteczka nr. 169, 1.688228, 1.127892
Czasteczka nr. 170, 1.908802, 1.117115
Czasteczka nr. 171, 1.790813, 1.425316
Czasteczka nr. 172, 1.819542, 1.484772
Czasteczka nr. 173, 1.952036, 1.641754
Czasteczka nr. 174, 1.767013, 1.523455
Czasteczka nr. 175, 1.816516, 1.228213
Czasteczka nr. 176, 1.456353, 1.412049
Czasteczka nr. 177, 1.796072, 1.422029
Czasteczka nr. 178, 1.848950, 1.452352
Czasteczka nr. 179, 1.799252, 1.407483
Czasteczka nr. 180, 1.824284, 1.740777
Czasteczka nr. 181, 1.593242, 1.235280
Czasteczka nr. 182, 1.935143, 1.355043
Czasteczka nr. 183, 1.796374, 1.248521
Czasteczka nr. 184, 1.196094, 1.424193
Czasteczka nr. 185, 1.711795, 1.383083
Czasteczka nr. 186, 1.805736, 1.265668
Czasteczka nr. 187, 1.618345, 1.868050
Czasteczka nr. 188, 1.668433, 1.566907
Czasteczka nr. 189, 1.533388, 1.459023
Czasteczka nr. 190, 1.801431, 1.527712
Czasteczka nr. 191, 1.902264, 1.590196
Czasteczka nr. 192, 1.888851, 1.589955
Czasteczka nr. 193, 1.726730, 1.507663
Czasteczka nr. 194, 1.532599, 1.148627
Czasteczka nr. 195, 1.699467, 1.434179
Czasteczka nr. 196, 1.710076, 1.657484
Czasteczka nr. 197, 1.089460, 1.568300
Czasteczka nr. 198, 1.796920, 1.346326
Czasteczka nr. 199, 1.790851, 1.156723
Czasteczka nr. 200, 1.880299, 1.526524

STAN Z TURY: 37, , 
Czasteczka nr. 1, 1.463182, 1.404276
Czasteczka nr. 2, 1.957386, 1.471440
Czasteczka nr. 3, 1.923209, 1.419854
Czasteczka nr. 4, 1.795761, 1.210151
Czasteczka nr. 5, 1.573088, 1.207404
Czasteczka nr. 6, 1.801272, 1.278793
Czasteczka nr. 7, 1.649790, 1.452124
Czasteczka nr. 8, 1.733088, 1.414123
Czasteczka nr. 9, 1.803142, 1.408490
Czasteczka nr. 10, 1.274456, 1.480602
Czasteczka nr. 11, 1.798978, 1.369036
Czasteczka nr. 12, 1.910285, 1.336375
Czasteczka nr. 13, 1.740910, 1.392130
Czasteczka nr. 14, 1.638446, 1.419181
Czasteczka nr. 15, 1.804202, 1.380469
Czasteczka nr. 16, 1.553829, 1.210687
Czasteczka nr. 17, 1.897395, 1.495081
Czasteczka nr. 18, 1.798728, 1.159807
Czasteczka nr. 19, 1.879168, 1.231537
Czasteczka nr. 20, 1.787315, 1.431726
Czasteczka nr. 21, 1.736226, 1.442237
Czasteczka nr. 22, 1.596067, 1.227741
Czasteczka nr. 23, 1.853157, 1.167241
Czasteczka nr. 24, 1.689657, 1.379111
Czasteczka nr. 25, 1.744680, 1.222306
Czasteczka nr. 26, 1.794769, 1.455422
Czasteczka nr. 27, 1.842932, 1.399290
Czasteczka nr. 28, 1.750107, 1.313359
Czasteczka nr. 29, 1.900920, 1.705501
Czasteczka nr. 30, 1.782818, 1.473256
Czasteczka nr. 31, 1.948550, 1.570593
Czasteczka nr. 32, 1.829320, 1.539761
Czasteczka nr. 33, 1.506545, 1.581449
Czasteczka nr. 34, 1.912048, 1.144777
Czasteczka nr. 35, 1.417573, 1.494198
Czasteczka nr. 36, 1.846323, 1.411897
Czasteczka nr. 37, 1.814662, 1.272648
Czasteczka nr. 38, 1.674345, 1.668723
Czasteczka nr. 39, 1.809846, 1.352714
Czasteczka nr. 40, 1.699084, 1.388942
Czasteczka nr. 41, 1.879843, 1.406355
Czasteczka nr. 42, 1.810997, 1.255381
Czasteczka nr. 43, 1.744392, 1.391894
Czasteczka nr. 44, 1.596730, 1.349702
Czasteczka nr. 45, 1.747997, 1.225326
Czasteczka nr. 46, 1.734700, 1.431072
Czasteczka nr. 47, 1.696785, 1.112389
Czasteczka nr. 48, 1.788318, 1.082650
Czasteczka nr. 49, 1.654839, 1.408339
Czasteczka nr. 50, 1.876692, 1.416109
Czasteczka nr. 51, 1.827755, 1.154395
Czasteczka nr. 52, 1.832349, 1.418639
Czasteczka nr. 53, 0.907514, 1.380087
Czasteczka nr. 54, 1.814687, 1.223876
Czasteczka nr. 55, 1.667514, 1.617114
Czasteczka nr. 56, 1.924170, 1.270239
Czasteczka nr. 57, 1.501597, 1.294809
Czasteczka nr. 58, 1.807972, 1.500187
Czasteczka nr. 59, 1.787304, 1.389968
Czasteczka nr. 60, 1.604934, 1.401747
Czasteczka nr. 61, 1.780929, 1.692606
Czasteczka nr. 62, 1.977492, 1.402187
Czasteczka nr. 63, 1.859536, 1.275677
Czasteczka nr. 64, 1.776448, 1.395689
Czasteczka nr. 65, 1.748982, 1.402596
Czasteczka nr. 66, 1.532881, 1.337002
Czasteczka nr. 67, 1.985073, 1.292133
Czasteczka nr. 68, 1.652915, 1.488508
Czasteczka nr. 69, 1.780610, 1.413461
Czasteczka nr. 70, 1.443267, 1.406429
Czasteczka nr. 71, 1.875856, 1.307875
Czasteczka nr. 72, 1.585944, 1.432604
Czasteczka nr. 73, 1.750298, 1.408164
Czasteczka nr. 74, 1.731999, 1.227178
Czasteczka nr. 75, 1.820786, 1.077886
Czasteczka nr. 76, 1.823660, 1.262061
Czasteczka nr. 77, 1.798228, 1.381890
Czasteczka nr. 78, 1.800826, 1.396542
Czasteczka nr. 79, 1.803993, 1.457678
Czasteczka nr. 80, 1.788954, 1.215178
Czasteczka nr. 81, 1.898818, 1.403930
Czasteczka nr. 82, 1.564691, 1.367873
Czasteczka nr. 83, 1.311977, 1.427499
Czasteczka nr. 84, 1.805330, 1.629517
Czasteczka nr. 85, 1.836577, 1.538252
Czasteczka nr. 86, 1.862762, 1.951778
Czasteczka nr. 87, 1.429299, 1.429220
Czasteczka nr. 88, 1.795715, 1.280791
Czasteczka nr. 89, 1.564621, 1.360849
Czasteczka nr. 90, 1.424692, 1.337446
Czasteczka nr. 91, 1.251043, 1.357940
Czasteczka nr. 92, 1.822114, 1.408948
Czasteczka nr. 93, 1.880494, 1.388712
Czasteczka nr. 94, 1.760427, 1.728592
Czasteczka nr. 95, 1.731287, 1.444725
Czasteczka nr. 96, 1.809957, 0.853124
Czasteczka nr. 97, 1.802838, 1.440435
Czasteczka nr. 98, 1.777125, 1.648312
Czasteczka nr. 99, 1.713809, 1.415725
Czasteczka nr. 100, 1.436570, 1.281411
Czasteczka nr. 101, 1.393149, 1.415860
Czasteczka nr. 102, 1.638281, 1.324729
Czasteczka nr. 103, 1.767624, 1.354196
Czasteczka nr. 104, 1.954479, 0.961134
Czasteczka nr. 105, 1.420146, 1.452299
Czasteczka nr. 106, 1.261622, 1.309560
Czasteczka nr. 107, 1.967045, 1.464032
Czasteczka nr. 108, 1.764786, 1.444203
Czasteczka nr. 109, 1.784792, 1.330986
Czasteczka nr. 110, 1.727718, 1.637769
Czasteczka nr. 111, 1.834877, 1.579081
Czasteczka nr. 112, 1.435730, 1.413005
Czasteczka nr. 113, 1.647550, 1.571889
Czasteczka nr. 114, 1.809934, 1.332777
Czasteczka nr. 115, 1.721641, 1.551438
Czasteczka nr. 116, 1.466390, 1.356014
Czasteczka nr. 117, 1.676006, 1.254275
Czasteczka nr. 118, 1.098716, 1.224220
Czasteczka nr. 119, 1.696830, 1.894478
Czasteczka nr. 120, 1.804888, 1.512699
Czasteczka nr. 121, 1.953778, 1.355018
Czasteczka nr. 122, 1.637090, 1.460946
Czasteczka nr. 123, 1.800694, 1.596380
Czasteczka nr. 124, 1.745903, 1.511967
Czasteczka nr. 125, 1.855464, 1.454413
Czasteczka nr. 126, 1.766352, 1.384889
Czasteczka nr. 127, 1.649294, 1.426818
Czasteczka nr. 128, 1.908653, 1.923035
Czasteczka nr. 129, 1.606527, 1.568623
Czasteczka nr. 130, 1.769174, 1.303492
Czasteczka nr. 131, 1.800779, 1.335985
Czasteczka nr. 132, 1.422318, 1.433662
Czasteczka nr. 133, 1.791460, 1.269891
Czasteczka nr. 134, 1.936387, 1.393113
Czasteczka nr. 135, 1.789803, 1.531034
Czasteczka nr. 136, 1.812399, 1.511751
Czasteczka nr. 137, 1.728973, 1.469549
